municipio,nome,numero,situacao,estado
PASSIRA,JOÃO BATISTA CRISTOVÃO DE LIMA,12,Não eleito,pe
PASSIRA,KARLA MAISA TORRES DA SILVA,11,Não eleito,pe
PASSIRA,SEVERINO SILVESTRE DE ALBUQUERQUE,55,Eleito,pe
PAUDALHO,PAULA FRASSINETTE WANDERLEY MARINHO,20,Eleito,pe
PAUDALHO,ANDRÉ NUNES VIANA,22,Não eleito,pe
PAUDALHO,ANGELA DE FATIMA DE AGUIAR COUTINHO D&apos;ANGELO,15,Não eleito,pe
PAULISTA,LÍVIA MARIA ÁLVARO,11,Não eleito,pe
PAULISTA,EDSON DE ARAUJO PINTO,22,Não eleito,pe
PAULISTA,FRANCISCO AFONSO PADILHA DE MELO,12,Não eleito,pe
PAULISTA,MAURÍLIO JOSÉ FEITOSA SOBRAL,28,Não eleito,pe
PAULISTA,JOSÉ INÁCIO CASSIANO DE SOUZA,33,Não eleito,pe
PAULISTA,GILBERTO GONÇALVES FEITOSA JÚNIOR,40,2º turno,pe
PAULISTA,SEVERINO RAMOS DE SANTANA,45,2º turno,pe
PEDRA,SEBASTIÃO ALMEIDA DE LIRA,36,Não eleito,pe
PEDRA,GILBERTO JÚNIOR WANDERLEY VAZ,43,Eleito,pe
PEDRA,FRANCISCO CARLOS BRAZ MACEDO,70,Não eleito,pe
PESQUEIRA,ROSSINE BLESMANY DOS SANTOS CORDEIRO,20,Não eleito,pe
PESQUEIRA,MARCOS LUIDSON DE ARAÚJO,10,Eleito,pe
PETROLINA,JULIO EMILIO LOSSIO DE MACEDO,45,Não eleito,pe
PETROLINA,MARCOS HERIDIJANIO MOURA BEZERRA,36,Não eleito,pe
PETROLINA,LARA RIBEIRO CAVALCANTI DE ALMEIDA,22,Não eleito,pe
PETROLINA,SIMÃO AMORIM DURANDO FILHO,44,Eleito,pe
PETROLINA,MARIA CLARA DOS SANTOS ROCHA,80,Não eleito,pe
PETROLINA,ODACY AMORIM DE SOUZA,13,Não eleito,pe
PETROLÂNDIA,SAID OLIVEIRA DE SOUSA,22,Não eleito,pe
PETROLÂNDIA,FABIANO JAQUES MARQUES,10,Eleito,pe
POMBOS,SÉRGIO ROMERO GLASER QUERALVARES,10,Não eleito,pe
POMBOS,HONORIO ALVES DE FREITAS,13,Não eleito,pe
POMBOS,ROGÉRIO INALDO DA SILVA BORGES,11,Não eleito,pe
POMBOS,ELIAS BATISTA DE LIMA,15,Eleito,pe
POÇÃO,WRIDES MENDES PAZ,40,Não eleito,pe
POÇÃO,JOAO GUILHERME VASCONCELOS DE SOUSA,15,Eleito,pe
PRIMAVERA,ROMULO CESAR MOURA PEIXOTO,15,Não eleito,pe
PRIMAVERA,JEYSON CAVALCANTI DE ALMEIDA FALCÃO,40,Eleito,pe
PRIMAVERA,JOSÉ MARIO DE SOUZA JUNIOR,45,Não eleito,pe
QUIPAPÁ,GENIVALDO TEMOTEO BEZERRA,10,Eleito,pe
QUIPAPÁ,LUIZ GONZAGA ALBUQUERQUE DE BARROS LIMA,13,Não eleito,pe
QUIXABA,NEUDIRAN RODRIGUES DE MEDEIROS,40,Não eleito,pe
QUIXABA,JOSE PEREIRA NUNES,70,Eleito,pe
RECIFE,DANIEL PIRES COELHO,55,Não eleito,pe
RECIFE,VICTOR ASSIS DA SILVA,29,Não eleito,pe
RECIFE,SIMONE FONTANA,16,Não eleito,pe
RECIFE,GILSON MACHADO GUIMARÃES NETO,22,Não eleito,pe
RECIFE,EMANOEL TECIO TELES MORAES,30,Não eleito,pe
RECIFE,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,40,Eleito,pe
RECIFE,DANIELLE GONDIM PORTELA,50,Não eleito,pe
RECIFE,LUDMILA MEDEIROS OUTTES ALVES,80,Não eleito,pe
RIACHO DAS ALMAS,ALBERES GOMES DA SILVA,40,Não eleito,pe
RIACHO DAS ALMAS,DIOCLECIO ROSENDO DE LIMA FILHO,45,Eleito,pe
RIBEIRÃO,ANA CAROLINA COELHO JORDÃO,40,Eleito,pe
RIBEIRÃO,WELLINGTON JOSE GOMES ALVES,44,Não eleito,pe
RIBEIRÃO,EDSON GOMES DA SILVA,70,Não eleito,pe
RIBEIRÃO,ANNA KARINA GOUVEIA PAIVA,11,Não eleito,pe
RIO FORMOSO,SEBASTIÃO BARTOLOMEU DE BARROS SOBRINHO NETO,11,Não eleito,pe
RIO FORMOSO,GUTEMBERG ALEXANDRE RODRIGUES DA SILVA,45,Eleito,pe
RIO FORMOSO,ABNAIR VITOR DA SILVA,22,Não eleito,pe
RIO FORMOSO,SALMO VALENTIM DA SILVA,40,Não eleito,pe
SAIRÉ,GILDO PONTES DE ARRUDA,13,Eleito,pe
SAIRÉ,OZÉIAS CAETANO DA SILVA,10,Não eleito,pe
SALGADINHO,JEOSADAQUE BARBOSA SALGADO,45,Eleito,pe
SALGADINHO,RONALDO FERREIRA DA SILVA,77,Não eleito,pe
SALGUEIRO,FÁBIO LISANDRO DE LIMA BARROS,25,Eleito,pe
SALGUEIRO,MARCONES LIBÓRIO DE SÁ,40,Não eleito,pe
SALGUEIRO,ANTÔNIO LEITE ROCHA,33,Não eleito,pe
SALOÁ,RIVALDO ALVES DE SOUZA JUNIOR,45,Eleito,pe
SALOÁ,WELLINGTON ANTONIO ARAUJO DE FREITAS,10,Não eleito,pe
SANHARÓ,EDUARDO DIDIER MELO,45,Não eleito,pe
SANHARÓ,CÉSAR AUGUSTO DE FREITAS,65,Eleito,pe
SANTA CRUZ,JOSE EDJUNHO TAVARES,20,Não eleito,pe
SANTA CRUZ,ADEGILDO GUIMARAES SOARES,70,Eleito,pe
SANTA CRUZ DA BAIXA VERDE,ISMAEL QUINTINO LEITE DE SOUSA,10,Eleito,pe
SANTA CRUZ DA BAIXA VERDE,JOSÉ IRLANDO DE SOUZA LIMA,55,Não eleito,pe
SANTA CRUZ DO CAPIBARIBE,HELIO LIMA ARAGAO FILHO,55,Eleito,pe
SANTA CRUZ DO CAPIBARIBE,ALESSANDRA XAVIER DA ROCHA VIEIRA,22,Não eleito,pe
SANTA CRUZ DO CAPIBARIBE,ROBSON FERREIRA E SILVA,11,Não eleito,pe
SANTA CRUZ DO CAPIBARIBE,ANDERSON SILVESTRE SANTIAGO,27,Não eleito,pe
SANTA FILOMENA,FRANCISCO WAGNER DINIZ MORORÓ,11,Não eleito,pe
SANTA FILOMENA,PEDRO GILDEVAN COELHO MELO,55,Eleito,pe
SANTA FILOMENA,CLEOMATSON COELHO DE VASCONCELOS,13,Não eleito,pe
SANTA MARIA DA BOA VISTA,GEORGE RODRIGUES DUARTE,11,Eleito,pe
SANTA MARIA DA BOA VISTA,EDSON ALVES DE JESUS,12,Não eleito,pe
SANTA MARIA DA BOA VISTA,HUMBERTO CESAR DE FARIAS MENDES,13,Não eleito,pe
SANTA MARIA DO CAMBUCÁ,ALEX ROBEVAN DE LIMA,43,Eleito,pe
SANTA MARIA DO CAMBUCÁ,NELSON SEBASTIÃO DE LIMA,55,Não eleito,pe
SANTA TEREZINHA,JOSÉ MARTINS NETO,44,Não eleito,pe
SANTA TEREZINHA,ADEILSON LUSTOSA DA SILVA,20,Eleito,pe
SERRA TALHADA,MIGUEL ARCANJO FERRAZ DUQUE,20,Não eleito,pe
SERRA TALHADA,JUCELIO JANILSON DE SOUZA,22,Não eleito,pe
SERRA TALHADA,LUIZ JOSÉ PINTO MATOS,50,Não eleito,pe
SERRA TALHADA,MARCIA CONRADO DE LORENA E SA ARAUJO,13,Eleito,pe
SERRITA,MARLY RUFINO CECÍLIO,55,Não eleito,pe
SERRITA,SEBASTIÃO BENEDITO DOS SANTOS,15,Eleito,pe
SERTÂNIA,POLLYANNA BARBOSA DE ABREU,45,Eleito,pe
SERTÂNIA,RITA RODRIGUES RAFAEL,40,Não eleito,pe
SIRINHAÉM,MANOEL SOARES DE SOUZA FILHO,20,Eleito,pe
SIRINHAÉM,CAMILA MACHADO LEOCADIO LINS DOS SANTOS,11,Não eleito,pe
SIRINHAÉM,RENATA KARLA XIMENES LUCAS ALVES,44,Não eleito,pe
SOLIDÃO,MAYCO PABLO SANTOS ARAUJO,40,Eleito,pe
SURUBIM,FLÁVIO EDNO NÓBREGA,77,Não eleito,pe
SURUBIM,DENIVALDO PEREIRA DA SILVA,22,Não eleito,pe
SURUBIM,ROSELIA MARIA DOS ANJOS E SILVA,40,Não eleito,pe
SURUBIM,CLÉBER JOSÉ DE AGUIAR DA SILVA,44,Eleito,pe
SÃO BENEDITO DO SUL,JOSÉ RINALDO DE FIGUEREDO LOPES,11,Eleito,pe
SÃO BENEDITO DO SUL,NICOLLY CAVALCANTI PRAZERES,10,Não eleito,pe
SÃO BENTO DO UNA,PEDRO ALEXANDRE MEDEIROS DE SOUZA,15,Eleito,pe
SÃO BENTO DO UNA,JOSÉ DE ALMEIDA CORDEIRO,45,Não eleito,pe
SÃO CAITANO,MAKOY ANDERSON VIEIRA DE VASCONCELOS,65,Não eleito,pe
SÃO CAITANO,JOSAFA ALMEIDA LIMA,44,Eleito,pe
SÃO JOAQUIM DO MONTE,EDUARDO JOSÉ DE OLIVEIRA LINS,45,Eleito,pe
SÃO JOAQUIM DO MONTE,MARCOS MANOEL FERREIRA,10,Não eleito,pe
SÃO JOSÉ DA COROA GRANDE,JOSE BARBOSA DE ANDRADE,55,Eleito,pe
SÃO JOSÉ DA COROA GRANDE,AYRESNELSON MARLLONS SILVA LIMA,40,Não eleito,pe
SÃO JOSÉ DA COROA GRANDE,ROBERTO GABRIEL DA SILVA,22,Não eleito,pe
SÃO JOSÉ DA COROA GRANDE,SALOMÃO BARROS LINS,13,Não eleito,pe
SÃO JOSÉ DO BELMONTE,VINICIUS MARQUES ALVES,40,Eleito,pe
SÃO JOSÉ DO BELMONTE,SUELENE LEAL DO AMARAL,50,Não eleito,pe
SÃO JOSÉ DO BELMONTE,ANA PAULA DE LACERDA RODRIGUES,36,Não eleito,pe
SÃO JOSÉ DO EGITO,GEORGE BORJA DE FREITAS,40,Não eleito,pe
SÃO JOSÉ DO EGITO,FREDSON HENRIQUE DE OLIVEIRA BRITO,10,Eleito,pe
SÃO JOÃO,JOSÉ GENALDI FERREIRA ZUMBA,10,Não eleito,pe
SÃO JOÃO,JOSE WILSON FERREIRA DE LIMA,11,Eleito,pe
SÃO LOURENÇO DA MATA,JAIRO PEREIRA DE OLIVEIRA,45,Não eleito,pe
SÃO LOURENÇO DA MATA,VINICIUS LABANCA,40,Eleito,pe
SÃO VICENTE FÉRRER,FLÁVIO TRAVASSOS REGIS DE ALBUQUERQUE,15,Não eleito,pe
SÃO VICENTE FÉRRER,MARCONE VICENTE DOS SANTOS,11,Eleito,pe
TABIRA,FLÁVIO FERREIRA MARQUES,13,Eleito,pe
TABIRA,MARIA CLAUDENICE PEREIRA DE MELO CRISTÓVÃO,11,Não eleito,pe
TACAIMBÓ,JOELDA LIMA DA SILVA PEREIRA,45,Eleito,pe
TACAIMBÓ,EDVALDO JOÃO DA SILVA,13,Não eleito,pe
TACARATU,JOSÉ GERSON DA SILVA JÚNIOR,40,Não eleito,pe
TACARATU,WASHINGTON ANGELO DE ARAÚJO,15,Eleito,pe
TAMANDARÉ,JOSÉ HILDO HACKER JÚNIOR,55,Não eleito,pe
TAMANDARÉ,ISAIAS HONORATO DA SILVA MARQUES,10,Eleito,pe
TAQUARITINGA DO NORTE,GENIVALDO FERREIRA LINS,11,Eleito,pe
TAQUARITINGA DO NORTE,JOBSON LUÍS MELO DE NEGREIROS,44,Não eleito,pe
TAQUARITINGA DO NORTE,JÂNIO ARRUDA DA SILVA,55,Não eleito,pe
TAQUARITINGA DO NORTE,ALLYSON RYCHARDSON BARBOSA,45,Não eleito,pe
TEREZINHA,ARNOBIO GOMES DA SILVA,10,Eleito,pe
TEREZINHA,ADRIANO CAMPOS DA SILVA,55,Não eleito,pe
TERRA NOVA,MAURÍCIO MANOEL DA SILVA,44,Não eleito,pe
TERRA NOVA,ESDRAS ENILDO PIRES DE CARVALHO COELHO MORORÓ,70,Eleito,pe
TIMBAÚBA,JEFFERSON LUIZ FIGUEIREDO LEAL,44,Não eleito,pe
TIMBAÚBA,MARIA DA CONCEIÇÃO ALESSANDRA SILVA DE SANTANA,45,Não eleito,pe
TIMBAÚBA,ULISSES FELINTO FILHO,10,Não eleito,pe
TIMBAÚBA,MARINALDO ROSENDO DE ALBUQUERQUE,11,Eleito,pe
TORITAMA,ROMERO ALEXANDRE SILVA LEAL FERREIRA,45,Não eleito,pe
TORITAMA,JOSÉ MARCELO MARQUES DE ANDRADE E SILVA,13,Não eleito,pe
TORITAMA,SERGIO PROCOPIO DA SILVA CARVALHO,15,Eleito,pe
TRACUNHAÉM,SEVERINO JOSE DE OLIVEIRA,50,Não eleito,pe
TRACUNHAÉM,ALUIZIO XAVIER DA SILVA,55,Eleito,pe
TRACUNHAÉM,BELARMINO VASQUEZ MENDEZ NETO,40,Não eleito,pe
TRINDADE,JOSE LOPES BENÍCIO,55,Não eleito,pe
TRINDADE,HELBE DA SILVA RODRIGUES NASCIMENTO,44,Eleito,pe
TRIUNFO,EDVALDO LIMA DO NASCIMENTO,10,Não eleito,pe
TRIUNFO,ANTÔNIO EDUARDO DE MELO,20,Não eleito,pe
TRIUNFO,LUCIANO FERNANDO DE SOUSA,45,Eleito,pe
TUPANATINGA,DIEGO TEIXEIRA CAVALCANTI MINERVINO,13,Não eleito,pe
TUPANATINGA,EDILEUZO RODRIGUES BARBOSA,50,Não eleito,pe
TUPANATINGA,JOSÉ RONALDO DA SILVA,11,Eleito,pe
TUPANATINGA,VALMIR ALVES DOS SANTOS,55,Não eleito,pe
TUPARETAMA,IVAÍ CAVALCANTE DA SILVA,13,Não eleito,pe
TUPARETAMA,DIÓGENES TORRES DA COSTA PATRIOTA,45,Eleito,pe
TUPARETAMA,DANILO AUGUSTO OLIVEIRA PEREIRA NUNES,70,Não eleito,pe
VENTUROSA,ERNANDES ALBUQUERQUE BEZERRA,22,Não eleito,pe
VENTUROSA,KELVIN DOUGLAS CAVALCANTI ALMEIDA,55,Eleito,pe
VENTUROSA,ADRIANNO ALEXANDRE GALINDO BEZERRA,10,Não eleito,pe
VERDEJANTE,FRANCISCO ALVES TAVARES DE SÁ,55,Não eleito,pe
VERDEJANTE,FRANCISCO DE ASSIS TAVARES FILHO,45,Eleito,pe
VERTENTE DO LÉRIO,FÁBIO DA SILVA FRANÇA,11,Não eleito,pe
VERTENTE DO LÉRIO,HISTÊNIO JÚNIOR DA SILVA SALES,15,Eleito,pe
VERTENTES,ISRAEL FERREIRA DE ANDRADE,45,Eleito,pe
VERTENTES,JOSE BARROS DA SILVA NETO,40,Não eleito,pe
VICÊNCIA,EDER WALTTER JOSÉ DE OLIVEIRA SILVA,45,Eleito,pe
VICÊNCIA,SEVERINO DE OLIVEIRA VASCONCELOS NETO,40,Não eleito,pe
VITÓRIA DE SANTO ANTÃO,ANDRE CARVALHO DE MOURA,12,Não eleito,pe
VITÓRIA DE SANTO ANTÃO,PAULO ROBERTO LEITE DE ARRUDA,15,Eleito,pe
VITÓRIA DE SANTO ANTÃO,VICTOR MORAES QUERALVARES GLASER,40,Não eleito,pe
XEXÉU,EUDO DE MAGALHÃES LYRA,40,Não eleito,pe
XEXÉU,THIAGO GONÇALVES DE LIMA,55,Eleito,pe
ÁGUA PRETA,ANTONIO MARCOS DE MELO FRAGOSO LIMA,11,Não eleito,pe
ÁGUA PRETA,ANTONIO MANOEL DA SILVA,40,Eleito,pe
ÁGUAS BELAS,MAURICIO LEITE BARBOZA,13,Não eleito,pe
ÁGUAS BELAS,JOSÉ ELTON MARTINS DE SOUZA,10,Eleito,pe
ACAUÃ,JOSÉ GREGÓRIO COELHO JÚNIOR,13,Não eleito,pi
ACAUÃ,REGINALDO RAIMUNDO RODRIGUES,55,Eleito,pi
AGRICOLÂNDIA,JANETH CLÉA RIBEIRO DE ALENCAR BARRADAS,13,Não eleito,pi
AGRICOLÂNDIA,MARCOS ANTONIO CARVALHO DE SOUSA,15,Eleito,pi
ALAGOINHA DO PIAUÍ,PEDRO OTACILIO DE SOUSA MOURA,55,Eleito,pi
ALAGOINHA DO PIAUÍ,CLODOALDO DE MOURA ROCHA,13,Não eleito,pi
ALEGRETE DO PIAUÍ,MARCIO WILLIAN MAIA ALENCAR,13,Eleito,pi
ALEGRETE DO PIAUÍ,MANOEL JOÃO RAMOS FILHO,15,Não eleito,pi
ALTO LONGÁ,BELAUTO MOREIRA TORRES,13,Eleito,pi
ALTO LONGÁ,ISAAC MANOEL DA SILVA SOARES,55,Não eleito,pi
ALTOS,WARTON MATIAS LACERDA E OLIVEIRA,13,Não eleito,pi
ALTOS,MAXWELL PIRES FERREIRA,15,Eleito,pi
ALVORADA DO GURGUÉIA,LECIO GUSTAVO SOUSA BEZERRA,15,Eleito,pi
ALVORADA DO GURGUÉIA,LUIS RIBEIRO MARTINS,55,Não eleito,pi
AMARANTE,ADRIANO DA GUIA DA SILVA,10,Eleito,pi
AMARANTE,CLEMILTON LUIZ QUEIROZ GRANJA,13,Não eleito,pi
ANGICAL DO PIAUÍ,CASSIANO RICARDO ALMEIDA DA SILVA,55,Não eleito,pi
ANGICAL DO PIAUÍ,JOSE ANDERSON DE SOUSA ALENCAR,10,Não eleito,pi
ANGICAL DO PIAUÍ,BRUNO FERREIRA SOBRINHO NETO,15,Eleito,pi
ANTÔNIO ALMEIDA,MARCELO TOLEDO LAURINI,15,Eleito,pi
ANÍSIO DE ABREU,RAMON RUBEN DE MACÊDO,13,Eleito,pi
ANÍSIO DE ABREU,LOURINALDO RIBEIRO DE MACÊDO,22,Não eleito,pi
ANÍSIO DE ABREU,ILTON RIBEIRO,11,Não eleito,pi
AROAZES,JOAQUIM JOSÉ DA COSTA FILHO,20,Não eleito,pi
AROAZES,MANOEL PORTELA DE CARVALHO NETO,13,Eleito,pi
AROEIRAS DO ITAIM,FRANCISCO MARCIANO MACEDO,55,Eleito,pi
AROEIRAS DO ITAIM,WESLEY GONÇALVES DE DEUS,15,Não eleito,pi
ARRAIAL,ALDEMES BARROSO DA SILVA,11,Eleito,pi
ARRAIAL,LAECYO MARINHO DA SILVA BORGES,55,Não eleito,pi
ASSUNÇÃO DO PIAUÍ,JOVELINO SOARES DA SILVA,55,Eleito,pi
ASSUNÇÃO DO PIAUÍ,JACKSON KENNEDY DE MELO CAVALCANTE,13,Não eleito,pi
AVELINO LOPES,DIOSTENES JOSE ALVES,11,Não eleito,pi
AVELINO LOPES,FLÁVIO JOSÉ ALVES,15,Eleito,pi
BAIXA GRANDE DO RIBEIRO,OZIRES CASTRO SILVA,40,Não eleito,pi
BAIXA GRANDE DO RIBEIRO,JOSÉ LUIS SOUSA,13,Eleito,pi
BARRA D&apos;ALCÂNTARA,MARDONIO SOARES LOPES,15,Eleito,pi
BARRAS,ROBERT BROWN CARCARÁ DA SILVA,13,Não eleito,pi
BARRAS,VINICIO DE SOUSA SILVA,15,Não eleito,pi
BARRAS,EDILSON SÉRVULO DE SOUSA,55,Eleito,pi
BARREIRAS DO PIAUÍ,MANOEL AROLDO BARREIRA FILHO,13,Eleito,pi
BARREIRAS DO PIAUÍ,ANA BARREIRA SERAINE,11,Não eleito,pi
BARRO DURO,ANTÔNIA CLEIA ABREU VILELA RODRIGUES,15,Não eleito,pi
BARRO DURO,CALINA RAQUEL LOPES BATISTA PEREIRA,13,Não eleito,pi
BARRO DURO,ELOI PEREIRA DE SOUSA,55,Eleito,pi
BATALHA,PATRICIA VASCONCELOS LIMA,13,Não eleito,pi
BATALHA,JOSÉ LUIZ ALVES MACHADO,11,Eleito,pi
BELA VISTA DO PIAUÍ,FRANCISCO DE SOUSA NETO,13,Eleito,pi
BELÉM DO PIAUÍ,JÔNATHAS DE CARVALHO NORONHA,15,Eleito,pi
BENEDITINOS,RAUL PEREIRA BARBOSA,44,Não eleito,pi
BENEDITINOS,FABIO ROBERTO PESSOA DA CUNHA,13,Não eleito,pi
BENEDITINOS,TALLES GUSTAVO MARQUES RODRIGUES,55,Eleito,pi
BERTOLÍNIA,RODRIGO DA ROCHA MARTINS,55,Eleito,pi
BERTOLÍNIA,LUCIANO FONSECA DE SOUSA,13,Não eleito,pi
BETÂNIA DO PIAUÍ,LIDIA ANA COELHO CAVALCANTE,13,Não eleito,pi
BETÂNIA DO PIAUÍ,IJOSEVAN COELHO DAMASCENO,55,Eleito,pi
BOA HORA,FRANCISCO DE CARVALHO COELHO,11,Não eleito,pi
BOA HORA,DOMINGOS COELHO DE RESENDE,13,Eleito,pi
BOA HORA,RAIMUNDO NONATO DA CONCEIÇÃO NASCIMENTO,22,Não eleito,pi
BOCAINA,GUILHERME PORTELA DE DEUS MACÊDO,13,Eleito,pi
BOCAINA,GILBERTO LEAL DE BARROS FILHO,55,Não eleito,pi
BOM JESUS,NESTOR RENATO PINHEIRO ELVAS,15,Eleito,pi
BOM JESUS,MARCOS ANTONIO PARENTE ELVAS COELHO,44,Não eleito,pi
BOM PRINCÍPIO DO PIAUÍ,LUCAS DA SILVA MORAES,15,Não eleito,pi
BOM PRINCÍPIO DO PIAUÍ,FRANCISCO APOLINARIO COSTA MORAES,40,Eleito,pi
BONFIM DO PIAUÍ,AURELIO FERREIRA DOS SANTOS,25,Não eleito,pi
BONFIM DO PIAUÍ,RAIMUNDO FERNANDES LIMA,40,Não eleito,pi
BONFIM DO PIAUÍ,PAULO HENRIQUE RIBEIRO,15,Eleito,pi
BOQUEIRÃO DO PIAUÍ,ANTONIO LUIS SILVA,15,Não eleito,pi
BOQUEIRÃO DO PIAUÍ,GENIR FERREIRA DA SILVA,13,Eleito,pi
BRASILEIRA,RANIERI MAZZILLE RAMOS DE MENESES,10,Eleito,pi
BRASILEIRA,FRANCISCO WILSON AMARAL AGUIAR JUNIOR,13,Não eleito,pi
BREJO DO PIAUÍ,FABIANO FEITOSA LIRA,13,Eleito,pi
BREJO DO PIAUÍ,JOÃO JAIME DA COSTA FILHO,55,Não eleito,pi
BREJO DO PIAUÍ,ROBERT DE MOURA CHAVES,11,Não eleito,pi
BURITI DOS LOPES,LAURA ROSA COLLINS DE OLIVEIRA PORTELA,11,Eleito,pi
BURITI DOS LOPES,JAQUELINE GONCALVES CARVALHO DE BRITO,13,Não eleito,pi
BURITI DOS MONTES,JOSÉ OLAVO MARINHO DE LOIOLA JÚNIOR,15,Eleito,pi
BURITI DOS MONTES,WALDECY SOARES MONTE,55,Não eleito,pi
CABECEIRAS DO PIAUÍ,RAIMUNDO NUNES DA ROCHA JUNIOR,13,Não eleito,pi
CABECEIRAS DO PIAUÍ,ELENITA MACEDO SILVA,10,Não eleito,pi
CABECEIRAS DO PIAUÍ,JOSE DA SILVA FILHO,11,Eleito,pi
CAJAZEIRAS DO PIAUÍ,CARLOS ALBERTO SILVESTRE DE SOUSA,11,Eleito,pi
CAJAZEIRAS DO PIAUÍ,ALDEMAR DA SILVA CARMO NETO,13,Não eleito,pi
CAJUEIRO DA PRAIA,FELIPE DE CARVALHO RIBEIRO,13,Eleito,pi
CAJUEIRO DA PRAIA,GIRVALDO ALBUQUERQUE DA SILVA,77,Não eleito,pi
CAJUEIRO DA PRAIA,TÂNIA MARIA ALBUQUERQUE DA SILVA,18,Não eleito,pi
CAJUEIRO DA PRAIA,ADRIANE RADECKI ZIEGERT,55,Não eleito,pi
CALDEIRÃO GRANDE DO PIAUÍ,DOUGLAS FILIPE SOUSA GONÇALVES,55,Eleito,pi
CAMPINAS DO PIAUÍ,VALDINEI CARVALHO DE MACÊDO,15,Não eleito,pi
CAMPINAS DO PIAUÍ,JOMÁRIO FERREIRA DOS SANTOS,55,Eleito,pi
CAMPO ALEGRE DO FIDALGO,JEAN CARLOS BRAGA RIBEIRO,11,Eleito,pi
CAMPO ALEGRE DO FIDALGO,EDMAR TIAGO TORRES,15,Não eleito,pi
CAMPO GRANDE DO PIAUÍ,FLÁVIO PEREIRA DE SOUSA,10,Não eleito,pi
CAMPO GRANDE DO PIAUÍ,FRANCISCO JOSE BEZERRA,55,Eleito,pi
CAMPO LARGO DO PIAUÍ,MARIA JACI RODRIGUES SANTOS SOUSA,15,Não eleito,pi
CAMPO LARGO DO PIAUÍ,JAIRO SOARES LEITAO,55,Eleito,pi
CAMPO MAIOR,JOÃO FÉLIX DE ANDRADE FILHO,11,Eleito,pi
CAMPO MAIOR,PAULO CEZAR DE SOUSA MARTINS,13,Não eleito,pi
CAMPO MAIOR,JOSÉ RIBAMAR PESSOA,50,Não eleito,pi
CANAVIEIRA,MARIA ISETE PEREIRA DOS SANTOS AMORIM,20,Não eleito,pi
CANAVIEIRA,JOSÉ DONATO DE ARAÚJO NETO,15,Não eleito,pi
CANAVIEIRA,EMILIO JOSÉ RODRIGUES MIRANDA DAMASCENO,55,Não eleito,pi
CANAVIEIRA,ERIKA DE ALBUQUERQUE FONSECA,13,Eleito,pi
CANTO DO BURITI,REGIANE MACHADO SOUZA CHAVES,55,Não eleito,pi
CANTO DO BURITI,GUILHERME MIRANDA E SILVA DE OLIVEIRA,13,Não eleito,pi
CANTO DO BURITI,MARCUS FELLIPE NUNES ALVES,15,Eleito,pi
CAPITÃO DE CAMPOS,MARIA ERONEIDE DOS SANTOS GOMES,15,Eleito,pi
CAPITÃO DE CAMPOS,ALYNE BATISTA IBIAPINA,13,Não eleito,pi
CAPITÃO GERVÁSIO OLIVEIRA,ENIVÁ ARAUJO DE FRANÇA,55,Não eleito,pi
CAPITÃO GERVÁSIO OLIVEIRA,RAIMUNDO COELHO,13,Eleito,pi
CARACOL,FABIANO DIAS DA COSTA,36,Não eleito,pi
CARACOL,RANILETTI CARVALHO DE MACÊDO,13,Eleito,pi
CARAÚBAS DO PIAUÍ,ANDRESSA MARIA LEAL DE SOUSA,13,Eleito,pi
CARAÚBAS DO PIAUÍ,MANOEL PACHECO NETO,55,Não eleito,pi
CARIDADE DO PIAUÍ,CLEIVANILSON JOSÉ DE CARVALHO,55,Eleito,pi
CASTELO DO PIAUÍ,JOSE SOARES DE ABREU JÚNIOR,13,Eleito,pi
CASTELO DO PIAUÍ,OSMANO MOURA DA SILVA,55,Não eleito,pi
CAXINGÓ,WASHINGTON LUIZ BRITO DE SOUSA,55,Não eleito,pi
CAXINGÓ,MAGNUM FERNANDO CARDOSO DOS SANTOS,11,Eleito,pi
COCAL,DOUGLAS DE CARVALHO LIMA,13,Não eleito,pi
COCAL,CRISTIANO FELIPPE DE MELO BRITTO,10,Eleito,pi
COCAL DE TELHA,KARYNE ARAGÃO CANSANÇÃO,55,Eleito,pi
COCAL DOS ALVES,ANTONIO CARDOSO DO AMARAL,55,Não eleito,pi
COCAL DOS ALVES,WODSON GIAN SILVA VIEIRA,13,Eleito,pi
COIVARAS,FRANCISCO DAS CHAGAS OLIVEIRA NETO,15,Não eleito,pi
COIVARAS,JOÃO DA CRUZ MOURÃO,13,Eleito,pi
COLÔNIA DO GURGUÉIA,ALCILENE ALVES DE ARAÚJO,13,Não eleito,pi
COLÔNIA DO GURGUÉIA,SILZO BEZERRA DA SILVA,11,Não eleito,pi
COLÔNIA DO GURGUÉIA,WILON PINHEIRO GUIMARÃES,20,Não eleito,pi
COLÔNIA DO GURGUÉIA,LISIANE FRANCO ROCHA ARAÚJO,15,Eleito,pi
COLÔNIA DO PIAUÍ,SELINDO MAURO CARNEIRO TAPETI SEGUNDO,13,Eleito,pi
COLÔNIA DO PIAUÍ,LÚCIA DE FÁTIMA BARROSO MOURA DE ABREU SÁ,55,Não eleito,pi
CONCEIÇÃO DO CANINDÉ,GLAUCIA RUTH MOREIRA CAMPOS,15,Não eleito,pi
CONCEIÇÃO DO CANINDÉ,DIOGO JANES DE OLIVEIRA,55,Eleito,pi
